date,location,type,class
9/16/2020, Quezon City,MERALCO,Private
9/17/2020, Quezon City,MERALCO,Private
9/17/2020, Batangas (Batangas City),MERALCO,Private
9/17/2020, Para�aque City,MERALCO,Private
9/17/2020, Rizal Province (Taytay),MERALCO,Private
9/17/2020, Pasay City,MERALCO,Private
9/18/2020, Batangas (Batangas City),MERALCO,Private
9/18/2020, Para�aque City,MERALCO,Private
9/18/2020, Pasay City,MERALCO,Private
9/19/2020, Cavite (Imus City),MERALCO,Private
9/19/2020, Bulacan (Bocaue),MERALCO,Private
9/19/2020, Taguig City (Fort Bonifacio),MERALCO,Private
9/20/2020, Batangas (Sto.Tomas),MERALCO,Private
9/20/2020, Cavite (Gen. Trias City),MERALCO,Private
9/20/2020, Laguna (Calamba City and Los Ba�os),MERALCO,Private
9/21/2020, Cavite (Gen. Trias City),MERALCO,Private
9/22/2020, Laguna (Calamba City),MERALCO,Private
9/22/2020, Bulacan (Pulilan),MERALCO,Private
9/22/2020, Quezon Province (Tiaong),MERALCO,Private
9/22/2020, Laguna (Bi�an City and Sta. Rosa City),MERALCO,Private
9/22/2020, Cavite (Tagaytay City),MERALCO,Private
9/23/2020, Manila (Quiapo),MERALCO,Private
9/23/2020, Laguna (Sta. Rosa City),MERALCO,Private
9/23/2020, Quezon City,MERALCO,Private
9/24/2020, Cavite (Gen. Trias City),MERALCO,Private
9/24/2020, Quezon City (Pasong Tamo),MERALCO,Private
9/24/2020, Manila (Quiapo),MERALCO,Private
9/24/2020, Caloocan City,MERALCO,Private
9/24/2020, Navotas City,MERALCO,Private
9/24/2020, Laguna (Sta. Rosa City),MERALCO,Private
9/25/2020, Laguna (San Pablo City),MERALCO,Private
9/25/2020, Rizal Province (Morong and Baras),MERALCO,Private
9/25/2020, Quezon Province (Tiaong),MERALCO,Private
9/25/2020, Caloocan City,MERALCO,Private
9/25/2020, Navotas City,MERALCO,Private
9/26/2020, Las Pi�as City (Bf International Village),MERALCO,Private
9/26/2020, Quezon Province (Tiaong),MERALCO,Private
9/27/2020, Quezon City,MERALCO,Private
9/27/2020, Para�aque City,MERALCO,Private
9/27/2020, Para�aque City (Baclaran),MERALCO,Private
9/27/2020, Cavite (Gen. Trias City),MERALCO,Private
9/28/2020, Cavite (Gen. Trias City),MERALCO,Private
9/29/2020, Laguna (Victoria),MERALCO,Private
9/29/2020, Quezon City,MERALCO,Private
9/30/2020, Caloocan City (Tala,MERALCO,Private
9/30/2020, Cavite (Naic),MERALCO,Private
9/30/2020,"September 30 � October 1, 2020 Para�aque City (Sto. Ni�o)",MERALCO,Private
9/30/2020, Manila (Tondo),MERALCO,Private
10/1/2020, Cavite (Imus City),MERALCO,Private
10/1/2020, Mandaluyong City (Addition Hills and Pleasant Hills),MERALCO,Private
10/1/2020, Caloocan City (Grace Park),MERALCO,Private
10/1/2020,"September 30 � October 1, 2020 Para�aque City (Sto. Ni�o)",MERALCO,Private
10/2/2020, Caloocan City (Grace Park),MERALCO,Private
10/2/2020, Cavite (Marogondon and Naic),MERALCO,Private
10/2/2020, Mandaluyong City (Addition Hills and Pleasant Hills),MERALCO,Private
10/3/2020, Pampanga (Candaba),MERALCO,Private
10/3/2020, Bulacan (San Ildefonso and San Miguel),MERALCO,Private
10/3/2020, Quezon City (Diliman),MERALCO,Private
10/4/2020, Pampanga (Candaba),MERALCO,Private
10/4/2020, Bulacan (Plaridel and Pulilan),MERALCO,Private
10/4/2020, Cavite (Gen. Trias City),MERALCO,Private
10/4/2020, Bulacan (San Ildefonso and San Miguel),MERALCO,Private
10/5/2020, Cavite (Gen. Trias City),MERALCO,Private
10/5/2020, Laguna (Cabuyao City),MERALCO,Private
10/6/2020, Rizal Province (Angono),MERALCO,Private
10/6/2020, Bulacan (Meycauayan City),MERALCO,Private
10/6/2020, Laguna (Cabuyao City),MERALCO,Private
10/6/2020, Quezon City (Do�a Imelda And Santol),MERALCO,Private
10/6/2020, Laguna (Calauan and Nagcarlan),MERALCO,Private
10/6/2020, Cavite (General Trias City),MERALCO,Private
10/6/2020, Manila (Sta. Mesa),MERALCO,Private
10/7/2020, Bulacan (Calumpit),MERALCO,Private
10/7/2020, Rizal Province (Cainta),MERALCO,Private
10/8/2020, Cavite (Gen. Trias City),MERALCO,Private
10/8/2020, Laguna (Sta. Rosa),MERALCO,Private
10/8/2020, Caloocan City (Grace Park),MERALCO,Private
10/8/2020, Laguna (Sta. Rosa City),MERALCO,Private
10/8/2020, Cavite (Silang),MERALCO,Private
10/8/2020, Quezon City (Tatalon),MERALCO,Private
10/9/2020, Laguna (Sta. Rosa City),MERALCO,Private
10/9/2020, Caloocan City (Grace Park),MERALCO,Private
10/10/2020, Caloocan City (Grace Park),MERALCO,Private
10/10/2020," Laguna (Liliw, Nagcarlan, Pila and Sta. Cruz)",MERALCO,Private
10/10/2020, Pasig City (Rosario),MERALCO,Private
10/11/2020, Laguna (San Pablo City),MERALCO,Private
10/11/2020, Makati City (East Rembo),MERALCO,Private
10/11/2020, Pasig City (Rosario),MERALCO,Private
10/11/2020, Cavite (Gen. Trias City),MERALCO,Private
10/11/2020, Bulacan (Malolos City and Plaridel),MERALCO,Private
10/11/2020, Cavite (Gen. Trias),MERALCO,Private
10/12/2020, Muntinlupa City (Cupang and Alabang),MERALCO,Private
10/12/2020, Cavite (Gen. Trias),MERALCO,Private
10/12/2020, Cavite (Gen. Trias City),MERALCO,Private
10/13/2020, Muntinlupa City (Cupang and Alabang),MERALCO,Private
10/13/2020, Muntinlupa City (Ayala Alabang),MERALCO,Private
10/13/2020, Cavite (Gen. Trias City),MERALCO,Private
10/14/2020, Quezon City (Damar),MERALCO,Private
10/14/2020, Rizal Province (Taytay),MERALCO,Private
10/15/2020, Laguna (Sta. Rosa City),MERALCO,Private
10/15/2020, Cavite (Carmona),MERALCO,Private
10/15/2020, Rizal Province (Taytay),MERALCO,Private
10/16/2020, Quezon Province (Tiaong and Dolores),MERALCO,Private
10/16/2020, Laguna (Sta. Rosa City),MERALCO,Private
10/17/2020, Cavite (Dasmari� City and Imus City),MERALCO,Private
10/17/2020, Cavite (Dasmari�as and Silang),MERALCO,Private
10/18/2020, Makati City (South Cembo),MERALCO,Private
10/18/2020," Pasig City (Bagong Ilog, Oranbo and Ugong)",MERALCO,Private
10/18/2020, Cavite,MERALCO,Private
10/18/2020, Laguna (Calamba City And Los Ba�os),MERALCO,Private
10/18/2020," Pasig City (Bagong Ilog, Caniogan Oranbo and Ugong)",MERALCO,Private
10/18/2020, Batangas (Sto.Tomas),MERALCO,Private
10/18/2020, Cavite (Gen. Trias City),MERALCO,Private
10/19/2020, Cavite,MERALCO,Private
10/19/2020, Cavite (Gen. Trias City),MERALCO,Private
10/19/2020, Bulacan (Santa Maria),MERALCO,Private
10/20/2020, Laguna (Bi�an City),MERALCO,Private
10/20/2020, Cavite (Carmona),MERALCO,Private
10/20/2020, Laguna (Sta. Cruz),MERALCO,Private
10/20/2020, Rizal Province (Angono),MERALCO,Private
10/21/2020, Las Pi�as City (Daniel Fajado),MERALCO,Private
10/21/2020, Manila (San Andres Bukid),MERALCO,Private
10/21/2020, Cavite (Carmona),MERALCO,Private
10/21/2020," Manila (Pandacan, Sampaloc, San Miguel and Sta. Mesa)",MERALCO,Private
10/22/2020, Manila (San Andres Bukid),MERALCO,Private
10/22/2020, Las Pi�as City (Daniel Fajado),MERALCO,Private
10/22/2020," Manila (Pandacan, Sampaloc, San Miguel and Sta. Mesa)",MERALCO,Private
10/23/2020, Laguna (San Pablo City),MERALCO,Private
10/23/2020, Quezon City,MERALCO,Private
10/24/2020, Taguig City,MERALCO,Private
10/24/2020, Pampanga (Candaba),MERALCO,Private
10/24/2020, Manila (Sampaloc),MERALCO,Private
10/24/2020, Bulacan (San Ildefonso and San Miguel),MERALCO,Private
10/25/2020, Manila (Sta. Mesa),MERALCO,Private
10/25/2020, Pampanga (Candaba),MERALCO,Private
10/25/2020,"October 25, 2020 Bulacan (San Miguel; And Do�a Remedios Trinidad)",MERALCO,Private
10/25/2020, Bulacan (San Ildefonso and San Miguel),MERALCO,Private
10/25/2020, Cavite (Gen. Trias City),MERALCO,Private
10/26/2020, Pasay City,MERALCO,Private
10/26/2020, Manila (San Andres Bukid),MERALCO,Private
10/26/2020, Cavite (Gen. Trias City),MERALCO,Private
10/27/2020, Quezon City (Laging Handa),MERALCO,Private
10/27/2020, Manila (San Andres Bukid),MERALCO,Private
10/27/2020,  Bulacan (Angat and Bustos),MERALCO,Private
10/27/2020, Pasay City,MERALCO,Private
10/27/2020, Laguna (Cabuyao City),MERALCO,Private
10/28/2020, Manila (Tondo),MERALCO,Private
10/28/2020, Laguna (Cabuyao City),MERALCO,Private
10/28/2020, Pasig City (San Antonio),MERALCO,Private
10/28/2020,Dagatan and Poblacion),MERALCO,Private
10/28/2020, Laguna (Cabuyao City),MERALCO,Private
10/28/2020, Quezon City (Novaliches),MERALCO,Private
10/29/2020, Cavite (Mendez � Nu�ez and Tagaytay City),MERALCO,Private
10/29/2020, Manila (Tondo),MERALCO,Private
10/29/2020, Quezon Province,MERALCO,Private
10/29/2020, Valenzuela City,MERALCO,Private
10/29/2020, Bulacan,MERALCO,Private
10/29/2020, Laguna (Sta. Rosa City),MERALCO,Private
10/29/2020, Laguna (Bi�an City),MERALCO,Private
10/29/2020, Pasig City (San Antonio),MERALCO,Private
10/29/2020, Para�aque City (Tambo),MERALCO,Private
10/29/2020," Manila (Tondo, Sta. Cruz, and Sampaloc)",MERALCO,Private
10/29/2020, Laguna,MERALCO,Private
10/29/2020, Quezon City (Novaliches),MERALCO,Private
10/30/2020, Valenzuela City,MERALCO,Private
10/30/2020, Laguna (Sta. Rosa City),MERALCO,Private
10/30/2020, Laguna (Bi�an City),MERALCO,Private
10/30/2020, Para�aque City (Tambo),MERALCO,Private
10/30/2020," Manila (Tondo, Sta. Cruz, and Sampaloc)",MERALCO,Private
10/30/2020, Quezon City (New Manila),MERALCO,Private
10/31/2020, Caloocan City (Bagong Silang),MERALCO,Private
10/31/2020," Laguna (Liliw, Nagcarlan, Rizal, Magdalena, Majayjay and Sta.Cruz)",MERALCO,Private
10/31/2020, Quezon City (New Manila),MERALCO,Private
11/1/2020," Laguna (Liliw, Nagcarlan, Pila And Sta. Cruz)",MERALCO,Private
11/1/2020, Cavite (Gen. Trias City),MERALCO,Private
11/1/2020, Quezon City (Novaliches),MERALCO,Private
11/1/2020, Caloocan City (Nagkaisang Nayon),MERALCO,Private
11/3/2020, Rizal Province (Cainta),MERALCO,Private
11/4/2020, Rizal Province (Cainta),MERALCO,Private
11/4/2020, Bulacan (San Jose Del Monte City),MERALCO,Private
11/4/2020, Para�aque City (San Dionisio),MERALCO,Private
11/5/2020, Quezon City (Pasong Tamo),MERALCO,Private
11/5/2020," Makati City (Cembo, East Rembo and West Rembo)",MERALCO,Private
11/5/2020,"November 5, 2020 Bulacan (Norzagaray and San Jose Del Monte City)",MERALCO,Private
11/5/2020, Makati City (La Paz and San Antonio),MERALCO,Private
11/5/2020, Taguig City (Fort Bonifacio),MERALCO,Private
11/5/2020, Manila (San Andres Bukid),MERALCO,Private
11/5/2020, Para�aque City (San Dionisio),MERALCO,Private
11/7/2020, Rizal Province (Cainta),MERALCO,Private
11/8/2020,"November 8, 2020 Cavite (Alfonso, Gen. Emilio Aguinaldo and Magallanes)",MERALCO,Private
11/8/2020, Manila (San Andres Bukid,MERALCO,Private
11/8/2020, Bulacan (Calumpit and Hagonoy),MERALCO,Private
11/8/2020, Cavite (Gen. Trias),MERALCO,Private
11/8/2020, Makati City (La Paz and San Antonio),MERALCO,Private
11/9/2020, Cavite (Gen. Trias),MERALCO,Private
11/10/2020, Rizal Province (Binangonan),MERALCO,Private
11/10/2020, Bulacan (Marilao),MERALCO,Private
11/11/2020, Quezon Province (Lucban),MERALCO,Private
11/12/2020, Quezon Province (Lucban),MERALCO,Private
11/13/2020, Quezon Province (Lucban),MERALCO,Private
11/13/2020, Manila (Sampaloc),MERALCO,Private
11/15/2020, Cavite (Gen. Trias),MERALCO,Private
11/15/2020, Cavite,MERALCO,Private
11/15/2020, Bulacan (Guiguinto and Malolos City),MERALCO,Private
11/15/2020, Manila (Sampaloc),MERALCO,Private
11/15/2020, Cavite (Gen. Trias City),MERALCO,Private
11/16/2020, Cavite,MERALCO,Private
11/16/2020, Cavite (Gen. Trias City),MERALCO,Private
11/16/2020, Cavite (Gen. Trias),MERALCO,Private
11/17/2020, Laguna (Sta. Rosa City),MERALCO,Private
11/17/2020, Caloocan City (Maypajo),MERALCO,Private
11/18/2020, Las Pi�as City,MERALCO,Private
11/18/2020, Manila (Sampaloc and Sta. Mesa),MERALCO,Private
11/18/2020, Quezon City (Novaliches),MERALCO,Private
11/18/2020," Bulacan (Bulakan, Obando, and Meycauayan)",MERALCO,Private
11/18/2020, Quezon City (San Francisco Del Monte),MERALCO,Private
11/19/2020, Manila (San Nicolas),MERALCO,Private
11/19/2020, Las Pi�as City,MERALCO,Private
11/19/2020, Batangas (Sto. Tomas),MERALCO,Private
11/19/2020, Manila (Sampaloc and Sta. Mesa),MERALCO,Private
11/19/2020," Bulacan (Bulakan, Obando, and Meycauayan)",MERALCO,Private
11/19/2020, Valenzuela City,MERALCO,Private
11/19/2020, Batangas Province (Batangas City),MERALCO,Private
11/19/2020, Quezon City (San Francisco Del Monte),MERALCO,Private
11/19/2020, Caloocan City (Sta. Quiteria),MERALCO,Private
11/20/2020, Valenzuela City,MERALCO,Private
11/20/2020, Batangas Province (Batangas City),MERALCO,Private
11/20/2020, Caloocan City (Sta. Quiteria),MERALCO,Private
11/21/2020, Manila (Tondo),MERALCO,Private
11/22/2020, Cavite (Gen. Trias City),MERALCO,Private
11/22/2020, Pampanga (Candaba),MERALCO,Private
11/22/2020, Bulacan (San Ildefonso and San Miguel),MERALCO,Private
11/22/2020, Batangas Province (Sto. Tomas),MERALCO,Private
11/22/2020, Laguna (Calamba City and Los Ba�os),MERALCO,Private
11/22/2020, Manila (Paco),MERALCO,Private
11/22/2020, Mandaluyong City (Addition Hills and Mauway),MERALCO,Private
11/23/2020, Cavite (Gen. Trias City),MERALCO,Private
11/24/2020, Manila (Paco),MERALCO,Private
11/24/2020, Makati City (San Lorenzo),MERALCO,Private
11/24/2020, Quezon City (South Triangle),MERALCO,Private
11/25/2020, Manila (Paco),MERALCO,Private
11/25/2020, Makati City (San Lorenzo),MERALCO,Private
11/25/2020, Makati City (La Paz),MERALCO,Private
11/25/2020, Manila (Malate and San Andres Bukid),MERALCO,Private
11/26/2020, Makati City (La Paz),MERALCO,Private
11/26/2020, Manila (Malate and San Andres Bukid),MERALCO,Private
11/26/2020, Las Pi�as City,MERALCO,Private
11/26/2020, Makati City (Guadalupe Nuevo),MERALCO,Private
11/26/2020, Quezon City (Payatas),MERALCO,Private
11/26/2020, Para�aque City,MERALCO,Private
11/27/2020, Las Pi�as City,MERALCO,Private
11/27/2020, Cavite (Mendez � Nu�ez and Tagaytay City),MERALCO,Private
11/27/2020, Makati City (Guadalupe Nuevo),MERALCO,Private
11/27/2020, Laguna (San Pablo City),MERALCO,Private
11/27/2020, Para�aque City,MERALCO,Private
11/28/2020, Cavite (Mendez � Nu�ez and Tagaytay City),MERALCO,Private
11/29/2020, Rizal Province (Taytay),MERALCO,Private
11/29/2020, Mandaluyong City (Bagong Silang),MERALCO,Private
11/29/2020, Rizal Province (Taytay),MERALCO,Private
12/1/2020, Para�aque City (Baclaran and Tambo),MERALCO,Private
12/2/2020, Muntinlupa City (Cupang and Alabang),MERALCO,Private
12/2/2020, Para�aque City (Baclaran and Tambo),MERALCO,Private
12/2/2020, Bulacan (Meycauayan City),MERALCO,Private
12/2/2020, Laguna (Calamba City),MERALCO,Private
12/3/2020, Bulacan (Meycauayan City),MERALCO,Private
12/3/2020, Laguna (Los Ba�os),MERALCO,Private
12/3/2020, Quezon Province (Pagbilao),MERALCO,Private
12/3/2020, Quezon Province (Lucban),MERALCO,Private
12/4/2020, Cavite (Imus City),MERALCO,Private
12/4/2020, Quezon Province (Lucban),MERALCO,Private
12/4/2020, Laguna (Los Ba�os),MERALCO,Private
12/5/2020, Cavite (Imus City),MERALCO,Private
12/6/2020, Makati City (Palanan),MERALCO,Private
12/6/2020, Cavite (Gen. Trias City),MERALCO,Private
12/6/2020, Manila (Malate and San Andres Bukid),MERALCO,Private
12/6/2020," Manila (Intramuros, Ermita, Binondo, and San Nicolas)",MERALCO,Private
12/7/2020, Quezon City (Paraiso),MERALCO,Private
12/7/2020, Cavite (Gen. Trias City),MERALCO,Private
12/7/2020," Manila (Intramuros, Ermita, Binondo, and San Nicolas)",MERALCO,Private
12/8/2020, Quezon City (Damayan and Paraiso),MERALCO,Private
12/9/2020, Taguig City (Lower Bicutan and Upper Bicutan),MERALCO,Private
12/10/2020, Taguig City (Lower Bicutan and Upper Bicutan),MERALCO,Private
12/10/2020, Cavite,MERALCO,Private
12/10/2020, Quezon City (Commonwealth and Payatas),MERALCO,Private
12/11/2020, Cavite,MERALCO,Private
12/11/2020, Laguna (Bi�an City),MERALCO,Private
12/12/2020, Quezon City (Valencia),MERALCO,Private
12/12/2020, San Juan City,MERALCO,Private
12/13/2020, Laguna,MERALCO,Private
12/13/2020, San Juan City (Onse and Tibagan),MERALCO,Private
12/13/2020, Batangas Province (Sto. Tomas),MERALCO,Private
12/13/2020, Laguna (Calamba City and Los Ba�os),MERALCO,Private
12/13/2020, Quezon Province,MERALCO,Private
12/13/2020, San Juan City (Sta. Lucia),MERALCO,Private
12/14/2020, Laguna,MERALCO,Private
12/14/2020, Quezon Province,MERALCO,Private
12/14/2020, Pasig City (Ugong),MERALCO,Private
12/14/2020, Manila (San Nicolas),MERALCO,Private
12/15/2020, Laguna (San Pedro City),MERALCO,Private
12/15/2020, Valenzuela City (Ugong),MERALCO,Private
12/15/2020, Manila (San Nicolas),MERALCO,Private
12/15/2020, Quezon Province (Candelaria),MERALCO,Private
12/15/2020, Cavite (Silang),MERALCO,Private
12/16/2020, Valenzuela City (Ugong),MERALCO,Private
12/16/2020, Quezon City (Veterans Village),MERALCO,Private
12/17/2020, Laguna (San Pedro City),MERALCO,Private
12/17/2020, Quezon City (Veterans Village),MERALCO,Private
12/18/2020, Laguna (San Pedro City),MERALCO,Private
12/18/2020, Cavite,MERALCO,Private
12/19/2020, Manila (San Nicolas and Tondo),MERALCO,Private
12/20/2020, Pasig City (Ugong),MERALCO,Private
12/20/2020, San Juan City (Sta. Lucia),MERALCO,Private
12/27/2020, Quezon Province,MERALCO,Private
12/27/2020, Laguna,MERALCO,Private
12/28/2020, Quezon Province,MERALCO,Private
12/28/2020, Caloocan City (Grace Park),MERALCO,Private
12/28/2020, Laguna,MERALCO,Private
12/28/2020, Cavite,MERALCO,Private
12/29/2020, Cavite,MERALCO,Private
1/7/2021, Quezon City (South Triangle),MERALCO,Private
1/7/2021, Laguna (Bi�an City),MERALCO,Private
1/8/2021, Laguna (San Pablo City),MERALCO,Private
1/9/2021, Laguna (San Pablo City),MERALCO,Private
1/11/2021," Bulacan (Angat, Bustos, Norzagaray, Pandi and San Jose Del Monte City)",MERALCO,Private
1/13/2021, Cavite (Dasmari�as City),MERALCO,Private
1/14/2021, Cavite (Dasmari�as City),MERALCO,Private
1/16/2021, Quezon City,MERALCO,Private
1/16/2021, Cavite (Dasmari�as City),MERALCO,Private
1/17/2021," Bulacan (Do�a Remedios Trinidad, San Ildefonso and San Miguel)",MERALCO,Private
1/17/2021, Quezon City,MERALCO,Private
1/20/2021,Wack Greenhills),MERALCO,Private
1/20/2021, Quezon City (Ugong Norte),MERALCO,Private
1/21/2021,Wack Greenhills),MERALCO,Private
1/21/2021, Laguna (Sta. Rosa City),MERALCO,Private
1/21/2021, Quezon City (Ugong Norte),MERALCO,Private
1/22/2021, Laguna (Sta. Rosa City),MERALCO,Private
1/22/2021,WACK GREENHILLS),MERALCO,Private
1/23/2021, Quezon City (Novaliches),MERALCO,Private
1/23/2021, Bulacan,MERALCO,Private
1/24/2021, Batangas Province (Sto. Tomas),MERALCO,Private
1/24/2021, Bulacan (Plaridel),MERALCO,Private
1/24/2021, Laguna (Calamba City and Los Ba�os),MERALCO,Private
1/26/2021, Quezon City,MERALCO,Private
1/26/2021, Cavite (Dasmari�as City),MERALCO,Private
1/26/2021, Quezon City (Batasan Hills and Commonwealth),MERALCO,Private
1/27/2021, Quezon City,MERALCO,Private
1/27/2021, Cavite (Dasmari�as City),MERALCO,Private
1/27/2021, Cavite (Alfonso),MERALCO,Private
1/27/2021, Laguna (Calamba City),MERALCO,Private
1/27/2021, Caloocan City,MERALCO,Private
1/27/2021, Malabon City,MERALCO,Private
1/28/2021, Batangas Province (Batangas City),MERALCO,Private
1/28/2021, Laguna (Cabuyao City),MERALCO,Private
1/28/2021, Laguna (Los Ba�os),MERALCO,Private
1/28/2021, Quezon City (Batasan Hills),MERALCO,Private
1/28/2021, Malabon City,MERALCO,Private
1/28/2021, Caloocan City,MERALCO,Private
1/28/2021, Quezon City (Novaliches),MERALCO,Private
1/29/2021, Bulacan (San Ildefonso and San Miguel),MERALCO,Private
1/29/2021, Laguna (Bi�an City),MERALCO,Private
1/29/2021, Cavite (Dasmari�as City),MERALCO,Private
1/29/2021, Quezon City,MERALCO,Private
1/29/2021, Quezon City (Novaliches),MERALCO,Private
1/30/2021, San Juan City,MERALCO,Private
1/30/2021, Cavite (Dasmari�as City),MERALCO,Private
1/31/2021, Quezon Province (Pagbilao),MERALCO,Private
1/31/2021, Quezon City (Bahay Toro),MERALCO,Private
1/31/2021, Manila (San Miguel),MERALCO,Private
1/31/2021," Cavite (Dasmari�as City, General Trias City and Trece Martirez City)",MERALCO,Private
2/1/2021, Manila (Paco and Pandacan),MERALCO,Private
2/1/2021, Bulacan (Guiguinto),MERALCO,Private
2/2/2021, Manila (Paco and Pandacan),MERALCO,Private
2/3/2021, Caloocan City (Bagbaguin),MERALCO,Private
2/3/2021, Valenzuela City (Bagbaguin),MERALCO,Private
2/4/2021, Laguna (Alaminos),MERALCO,Private
2/4/2021, Laguna (Bi�an City),MERALCO,Private
2/4/2021, Caloocan City (Bagbaguin),MERALCO,Private
2/4/2021, Valenzuela City (Bagbaguin),MERALCO,Private
2/6/2021, Quezon City,MERALCO,Private
2/6/2021, Malabon City (Panghulo),MERALCO,Private
